0.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,2.132060006260871887e-02,-2.072689062654107517e-01,-1.393051319074908867e-01,5.901630020974604207e-01,-1.124027618144734175e+00,4.374254597603886574e-01,-1.727440994088718096e-01,-3.169325898956169563e-01,3.123064369644561189e-02,1.618909294733374971e-01,4.558556245063279388e-01,-5.197817820202061956e-01,-2.810327162401025924e-02,-3.125513437797845295e+00,-2.072689062654107517e-01,-1.393051319074908867e-01,6.274613738059997559e-01,-1.399243354797363281e+00,6.826382875442504883e-02,-4.369905591011047363e-02,-2.006139457225799561e-01
1.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,3.268630057573318481e-02,-2.081742237854955491e-01,-1.396781952497812007e-01,5.908701066995144524e-01,-1.123488228814890411e+00,4.379401391592253057e-01,-1.722827657226793652e-01,-3.168038886546831745e-01,3.124356086643263752e-02,1.619495804437964814e-01,4.559651234064353575e-01,-5.197817820202061956e-01,-2.810327162401025924e-02,-3.125513437797845295e+00,-2.081742237854955491e-01,-1.396781952497812007e-01,6.384288072586059570e-01,-1.613041281700134277e+00,-1.592936962842941284e-01,-1.310291886329650879e-02,-1.836906373500823975e-01
2.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,4.343739897012710571e-02,-2.081094449397715429e-01,-1.394749714920397454e-01,5.907987402289869294e-01,-1.123379307661955817e+00,4.386197563859852155e-01,-1.718213410909836814e-01,-3.166091584833973793e-01,3.121698595522894720e-02,1.619510705599158662e-01,4.559940418971820675e-01,-5.197817820202061956e-01,-2.810327162401025924e-02,-3.125513437797845295e+00,-2.081094449397715429e-01,-1.394749714920397454e-01,6.590471267700195312e-01,-1.774203777313232422e+00,-3.000874221324920654e-01,-3.224882483482360840e-02,-1.610593199729919434e-01
3.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,5.558380112051963806e-02,-2.082388894396864365e-01,-1.394917863007062997e-01,5.914352116327068476e-01,-1.123350083483731332e+00,4.388326792304088619e-01,-1.712770477593140994e-01,-3.161337006652734649e-01,3.127389601181015250e-02,1.619603092798560517e-01,4.559574182402642561e-01,-5.197817820202061956e-01,-2.810327162401025924e-02,-3.125513437797845295e+00,-2.082388894396864365e-01,-1.394917863007062997e-01,6.428946256637573242e-01,-1.888908743858337402e+00,-4.282030165195465088e-01,-2.686740458011627197e-02,-1.396003216505050659e-01
4.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,6.565450131893157959e-02,-2.081220702967211400e-01,-1.393723830209335768e-01,5.911965500019109587e-01,-1.123311298507354561e+00,4.388891114881887101e-01,-1.709469434412369260e-01,-3.157811016915749724e-01,3.126275675105772561e-02,1.619595940241187471e-01,4.559481753241795277e-01,-5.197817820202061956e-01,-2.810327162401025924e-02,-3.125513437797845295e+00,-2.081220702967211400e-01,-1.393723830209335768e-01,6.307262778282165527e-01,-1.967532753944396973e+00,-4.996463656425476074e-01,-3.297056257724761963e-02,-1.466246098279953003e-01
5.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,7.700429856777191162e-02,-2.072575481960794441e-01,-1.388230410759681288e-01,5.904517254732835063e-01,-1.123584744166905569e+00,4.387329626958287876e-01,-1.709372642520272934e-01,-3.155172310945170144e-01,3.122385214948349141e-02,1.619638855585425752e-01,4.558898340513000136e-01,-5.197817820202061956e-01,-2.810327162401025924e-02,-3.125513437797845295e+00,-2.072575481960794441e-01,-1.388230410759681288e-01,6.185730099678039551e-01,-2.002724170684814453e+00,-5.423951148986816406e-01,-4.302616417407989502e-02,-1.600984036922454834e-01
6.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,8.807130157947540283e-02,-2.069679456867694889e-01,-1.391227528530871727e-01,5.896779369595468445e-01,-1.123940340691347961e+00,4.384860941691343106e-01,-1.709625143061110075e-01,-3.157136030863278431e-01,3.113345906772672228e-02,1.618651206621497529e-01,4.558092161853546376e-01,-5.197817820202061956e-01,-2.810327162401025924e-02,-3.125513437797845295e+00,-2.069679456867694889e-01,-1.391227528530871727e-01,6.088954806327819824e-01,-2.020445346832275391e+00,-5.701049566268920898e-01,-4.945307970046997070e-02,-1.658161878585815430e-01
7.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,9.868290275335311890e-02,-2.063459971157861061e-01,-1.391842995028044760e-01,5.883558541053017787e-01,-1.124509664072737891e+00,4.382659227963592308e-01,-1.709172350498995852e-01,-3.160840305713876197e-01,3.097047965441486472e-02,1.619349773058265107e-01,4.557473645822909813e-01,-5.197817820202061956e-01,-2.810327162401025924e-02,-3.125513437797845295e+00,-2.063459971157861061e-01,-1.391842995028044760e-01,6.013522148132324219e-01,-2.028442144393920898e+00,-5.860658884048461914e-01,-5.483497679233551025e-02,-1.693609952926635742e-01
8.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,1.099532023072242737e-01,-2.064002912632175446e-01,-1.394033728243996018e-01,5.873678447395813684e-01,-1.124473440089317045e+00,4.388870938259233911e-01,-1.712087361362915616e-01,-3.161633312236745152e-01,3.088392015784918038e-02,1.620213444361060517e-01,4.557279221077495945e-01,-5.197817820202061956e-01,-2.810327162401025924e-02,-3.125513437797845295e+00,-2.064002912632175446e-01,-1.394033728243996018e-01,5.955973863601684570e-01,-2.032555103302001953e+00,-5.958566665649414062e-01,-5.938050150871276855e-02,-1.721735149621963501e-01
9.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,1.223573014140129089e-01,-2.063104631915818055e-01,-1.395834870772474368e-01,5.880358364692006568e-01,-1.124425260390053305e+00,4.390257524385729471e-01,-1.716154770655455297e-01,-3.166623658184898327e-01,3.084827622715897999e-02,1.620332653650611299e-01,4.557217074904048593e-01,-5.197817820202061956e-01,-2.810327162401025924e-02,-3.125513437797845295e+00,-2.063104631915818055e-01,-1.395834870772474368e-01,5.920873284339904785e-01,-2.035322189331054688e+00,-6.019892096519470215e-01,-6.319352984428405762e-02,-1.749686747789382935e-01
